rssd_id,portfolio,Peer,state,present,peer_rssd_id,Assets,color,Size,loc_x,loc_y,name
210434,Comm. & Industrial,bank1,California,1,494261,28,#fffb00,6,-145,40,PACIFIC WESTERN BK
210434,Comm. & Industrial,bank2,Missouri,1,601050,31,#ff00ff,8,-38,38,COMMERCE BK
210434,Comm. & Industrial,bank3,Florida,1,1929247,37,#1900ff,10,0,63,SOUTH ST BK NA
212465,Comm. & Industrial,bank0,California,2,212465,132,#000000,10,-145,40,MUFG UNION BK NA
212465,Comm. & Industrial,bank1,Utah,1,276579,78,#fffb00,6,-110,35,ZIONS BC NA
212465,Comm. & Industrial,bank2,New York,1,501105,138,#ff00ff,12,28,18,MANUFACTURERS & TRADERS TC
212465,Comm. & Industrial,bank3,Alabama,1,697633,102,#1900ff,8,-16,52,BBVA USA
212522,Comm. & Industrial,bank0,Pennsylvania,2,212522,1,#000000,8,15,30,SOMERSET TC
212522,Comm. & Industrial,bank1,Alabama,1,539032,1,#fffb00,8,-16,52,BANK INDEP
212522,Comm. & Industrial,bank2,California,1,1436204,2,#ff00ff,12,-145,40,BANK OF MARIN
212522,Comm. & Industrial,bank3,Maryland,1,2808602,1,#1900ff,8,22,38,CAPITAL BANK NA
214414,Comm. & Industrial,bank0,Ohio,2,214414,1,#000000,6,-5,35,FARMERS & MRCH ST BK
214414,Comm. & Industrial,bank1,Michigan,1,74140,1,#fffb00,6,-8,16,ISABELLA BK
214414,Comm. & Industrial,bank2,Minnesota,1,302656,2,#ff00ff,10,-45,5,MINNWEST BK
214414,Comm. & Industrial,bank3,Kentucky,1,648242,2,#1900ff,10,-12,42,INDEPENDENCE BK OF KY
214807,Comm. & Industrial,bank0,New York,2,214807,46,#000000,12,28,18,DEUTSCHE BK TC AMERICAS
214807,Comm. & Industrial,bank1,Texas,1,353555,6,#fffb00,6,-60,60,AMARILLO NB
214807,Comm. & Industrial,bank2,Maryland,1,506922,12,#ff00ff,8,22,38,SANDY SPRING BK
214807,Comm. & Industrial,bank3,Virginia,1,2797724,14,#1900ff,10,15,42,TOWNEBANK
216922,Comm. & Industrial,bank0,North Carolina,2,216922,7,#000000,10,9,48,FIRST BK
216922,Comm. & Industrial,bank1,Illinois,1,375034,2,#fffb00,6,-27,37,WEST SUBURBAN BK
216922,Comm. & Industrial,bank2,New York,1,541101,349,#ff00ff,12,28,18,BANK OF NY MELLON
216922,Comm. & Industrial,bank3,Illinois,1,825146,4,#1900ff,8,-23,33,MORTON CMNTY BK
223322,Comm. & Industrial,bank0,Virginia,2,223322,2,#000000,10,15,42,FIRST B&TC
223322,Comm. & Industrial,bank1,Indiana,1,139843,2,#fffb00,10,-13,33,FIRST FARMERS B&TC
223322,Comm. & Industrial,bank2,Michigan,1,324340,1,#ff00ff,6,-8,16,CHOICEONE BK
223322,Comm. & Industrial,bank3,Pennsylvania,1,556815,2,#1900ff,10,15,30,PEOPLES BK A CODORUS VALLEY CO
229801,Comm. & Industrial,bank0,New Jersey,2,229801,40,#000000,10,28,35,VALLEY NB
229801,Comm. & Industrial,bank1,North Carolina,1,491224,48,#fffb00,12,9,48,FIRST-CITIZENS B&TC
229801,Comm. & Industrial,bank2,Wisconsin,1,917742,34,#ff00ff,8,-30,15,ASSOCIATED BK NA
229801,Comm. & Industrial,bank3,Pennsylvania,1,2354985,18,#1900ff,6,15,30,CUSTOMERS BK
229913,Comm. & Industrial,bank0,New York,2,229913,7,#000000,6,28,18,MIZUHO BK USA
229913,Comm. & Industrial,bank1,Maryland,1,506922,12,#fffb00,8,22,38,SANDY SPRING BK
229913,Comm. & Industrial,bank2,Massachusetts,1,613008,13,#ff00ff,10,38,23,ROCKLAND TC
229913,Comm. & Industrial,bank3,Virginia,1,2797724,14,#1900ff,12,15,42,TOWNEBANK
233031,Comm. & Industrial,bank0,Alabama,2,233031,144,#000000,10,-16,52,REGIONS BK
233031,Comm. & Industrial,bank1,Ohio,1,12311,120,#fffb00,6,-5,35,HUNTINGTON NB
233031,Comm. & Industrial,bank2,Virginia,1,112837,360,#ff00ff,12,15,42,CAPITAL ONE NA
233031,Comm. & Industrial,bank3,Utah,1,1394676,134,#1900ff,8,-110,35,AMERICAN EXPRESS NB
236153,Comm. & Industrial,bank0,North Dakota,2,236153,4,#000000,10,-65,2,FIRST INTERNATIONAL B&TC
236153,Comm. & Industrial,bank1,Kansas,1,139656,3,#fffb00,6,-60,38,EQUITY BK
236153,Comm. & Industrial,bank2,New York,1,601416,4,#ff00ff,10,28,18,FIVE STAR BK
236153,Comm. & Industrial,bank3,Pennsylvania,1,786612,3,#1900ff,6,15,30,MID PENN BK
236706,Comm. & Industrial,bank0,New Jersey,2,236706,5,#000000,10,28,35,PEAPACK GLADSTONE BK
236706,Comm. & Industrial,bank1,Missouri,1,169653,6,#fffb00,12,-38,38,FIRST BK
236706,Comm. & Industrial,bank2,Ohio,1,577128,4,#ff00ff,8,-5,35,PEOPLES BK
236706,Comm. & Industrial,bank3,Illinois,1,2938198,3,#1900ff,6,-27,37,NORTHBROOK B&TC NA
242444,Comm. & Industrial,bank0,Wisconsin,2,242444,1,#000000,8,-30,15,TRI CITY NB
242444,Comm. & Industrial,bank1,Texas,1,537560,1,#fffb00,8,-60,60,EXTRACO BKS NA
242444,Comm. & Industrial,bank2,California,1,1216826,2,#ff00ff,12,-145,40,SILVERGATE BK
242444,Comm. & Industrial,bank3,Illinois,1,1459717,1,#1900ff,8,-27,37,FCB BKS
243375,Comm. & Industrial,bank0,Utah,2,243375,2,#000000,10,-110,35,GREEN DOT BK
243375,Comm. & Industrial,bank1,Pennsylvania,1,5210,2,#fffb00,10,15,30,ACNB BK
243375,Comm. & Industrial,bank2,Arkansas,1,12946,1,#ff00ff,6,-42,48,FARMERS B&TC
243375,Comm. & Industrial,bank3,Pennsylvania,1,18827,1,#1900ff,6,10,27,NEXTIER BK NA
245016,Comm. & Industrial,bank0,New York,2,245016,1,#000000,8,28,18,HABIB AMER BK
245016,Comm. & Industrial,bank1,Wisconsin,1,242444,1,#fffb00,8,-30,15,TRI CITY NB
245016,Comm. & Industrial,bank2,Texas,1,537560,1,#ff00ff,8,-60,60,EXTRACO BKS NA
245016,Comm. & Industrial,bank3,Florida,1,725732,2,#1900ff,12,0,63,BAC FL BK
253468,Comm. & Industrial,bank0,California,2,253468,3,#000000,10,-145,40,RIVER CITY BK
253468,Comm. & Industrial,bank1,Iowa,1,642549,1,#fffb00,6,-38,23,DUBUQUE B&TC
253468,Comm. & Industrial,bank2,California,1,697763,6,#ff00ff,12,-153,30,WESTAMERICA BK
253468,Comm. & Industrial,bank3,Minnesota,1,751656,1,#1900ff,6,-45,5,FRANDSEN B&T
255659,Comm. & Industrial,bank0,Colorado,2,255659,5,#000000,12,-85,38,BANK OF COLORADO
255659,Comm. & Industrial,bank1,Texas,1,599764,4,#fffb00,10,-60,60,AMERICAN NB TX
255659,Comm. & Industrial,bank2,Missouri,1,625654,1,#ff00ff,6,-38,38,COUNTRY CLUB BK
255659,Comm. & Industrial,bank3,Virginia,1,958727,2,#1900ff,8,15,42,AMERICAN NB&TC
256553,Comm. & Industrial,bank0,South Dakota,2,256553,3,#000000,6,-65,15,DACOTAH BK
256553,Comm. & Industrial,bank1,Texas,1,599764,4,#fffb00,10,-60,60,AMERICAN NB TX
256553,Comm. & Industrial,bank2,Michigan,1,636771,4,#ff00ff,10,-8,16,INDEPENDENT BK
256553,Comm. & Industrial,bank3,North Carolina,1,717924,3,#1900ff,6,9,48,SOUTHERN B&TC
258771,Comm. & Industrial,bank0,Washington,2,258771,7,#000000,12,-138,0,HOMESTREET BK
258771,Comm. & Industrial,bank1,South Dakota,1,77851,2,#fffb00,8,-65,15,FIRST B&T
258771,Comm. & Industrial,bank2,Mississippi,1,121642,4,#ff00ff,10,-28,53,BANKPLUS
258771,Comm. & Industrial,bank3,California,1,140362,1,#1900ff,6,-145,40,SUNWEST BK
260055,Comm. & Industrial,bank0,Colorado,2,260055,5,#000000,12,-85,38,ALPINE BK
260055,Comm. & Industrial,bank1,Texas,1,112163,2,#fffb00,6,-60,60,GUARANTY B&TC NA
260055,Comm. & Industrial,bank2,California,1,507068,3,#ff00ff,10,-145,40,EXCHANGE BK
260055,Comm. & Industrial,bank3,Idaho,1,543262,2,#1900ff,6,-120,20,DL EVANS BK
266271,Comm. & Industrial,bank0,South Dakota,2,266271,47,#000000,10,-65,15,TCF NB
266271,Comm. & Industrial,bank1,Oklahoma,1,339858,45,#fffb00,8,-55,46,BOKF NA
266271,Comm. & Industrial,bank2,Georgia,1,395238,52,#ff00ff,12,-5,55,SYNOVUS BK
266271,Comm. & Industrial,bank3,Illinois,1,1842065,39,#1900ff,6,-27,37,CIBC BK USA
272272,Comm. & Industrial,bank0,Missouri,2,272272,2,#000000,10,-38,38,SOUTHERN BK
272272,Comm. & Industrial,bank1,Pennsylvania,1,5210,2,#fffb00,10,15,30,ACNB BK
272272,Comm. & Industrial,bank2,Arkansas,1,12946,1,#ff00ff,6,-42,48,FARMERS B&TC
272272,Comm. & Industrial,bank3,Pennsylvania,1,18827,1,#1900ff,6,10,27,NEXTIER BK NA
273336,Comm. & Industrial,bank0,Florida,2,273336,2,#000000,6,0,63,BANK OF TAMPA
273336,Comm. & Industrial,bank1,Indiana,1,37640,4,#fffb00,10,-13,33,GERMAN AMER BK
273336,Comm. & Industrial,bank2,Indiana,1,130541,5,#ff00ff,12,-17,37,HORIZON BK
273336,Comm. & Industrial,bank3,Kentucky,1,1007015,3,#1900ff,8,-12,42,CENTRAL B&TC
273662,Comm. & Industrial,bank0,Texas,2,273662,1,#000000,8,-60,60,FIRST ST BK
273662,Comm. & Industrial,bank1,Pennsylvania,1,5210,2,#fffb00,12,15,30,ACNB BK
273662,Comm. & Industrial,bank2,Arkansas,1,12946,1,#ff00ff,8,-42,48,FARMERS B&TC
273662,Comm. & Industrial,bank3,Pennsylvania,1,18827,1,#1900ff,8,10,27,NEXTIER BK NA
276579,Comm. & Industrial,bank0,Utah,2,276579,78,#000000,6,-110,35,ZIONS BC NA
276579,Comm. & Industrial,bank1,Tennessee,1,485559,82,#fffb00,8,-15,47,FIRST HORIZON BK
276579,Comm. & Industrial,bank2,Alabama,1,697633,102,#ff00ff,12,-16,52,BBVA USA
276579,Comm. & Industrial,bank3,California,1,804963,96,#1900ff,10,-145,40,BANK OF THE WEST
278818,Comm. & Industrial,bank0,Pennsylvania,2,278818,2,#000000,6,15,30,PEOPLES SCTY B&TC
278818,Comm. & Industrial,bank1,Indiana,1,783648,5,#fffb00,10,-13,33,CENTIER BK
278818,Comm. & Industrial,bank2,California,1,871769,9,#ff00ff,12,-145,40,FARMERS & MRCH BK
278818,Comm. & Industrial,bank3,Illinois,1,936136,2,#1900ff,6,-27,37,OLD SECOND NB
280110,Comm. & Industrial,bank0,Ohio,2,280110,168,#000000,8,-5,35,KEYBANK NA
280110,Comm. & Industrial,bank1,Illinois,1,75633,151,#fffb00,6,-27,37,BMO HARRIS BK NA
280110,Comm. & Industrial,bank2,Delaware,1,497404,388,#ff00ff,12,28,38,T D BK NA
280110,Comm. & Industrial,bank3,Ohio,1,723112,200,#1900ff,10,2,30,FIFTH THIRD BK NA
288853,Comm. & Industrial,bank0,Colorado,2,288853,23,#000000,12,-85,38,FIRSTBANK
288853,Comm. & Industrial,bank1,Hawaii,1,795968,20,#fffb00,10,-160,50,BANK OF HAWAII
288853,Comm. & Industrial,bank2,Texas,1,1001152,9,#ff00ff,8,-60,60,INTERNATIONAL BK OF CMRC
288853,Comm. & Industrial,bank3,California,1,1918344,5,#1900ff,6,-145,40,PREFERRED BK
290052,Comm. & Industrial,bank0,Missouri,2,290052,1,#000000,8,-38,38,CENTRAL BK OF THE OZARKS
290052,Comm. & Industrial,bank1,Arkansas,1,397540,1,#fffb00,8,-42,48,FIRST NB OF FORT SMITH
290052,Comm. & Industrial,bank2,Missouri,1,508346,1,#ff00ff,8,-42,42,HAWTHORN BK
290052,Comm. & Industrial,bank3,Texas,1,842460,2,#1900ff,12,-60,60,LONE STAR NB
292908,Comm. & Industrial,bank0,New York,2,292908,2,#000000,8,28,18,EVANS BK NA
292908,Comm. & Industrial,bank1,Missouri,1,506249,2,#fffb00,8,-38,38,CENTRAL BK OF ST LOUIS
292908,Comm. & Industrial,bank2,Maine,1,593007,5,#ff00ff,12,50,10,CAMDEN NB
292908,Comm. & Industrial,bank3,Wisconsin,1,594947,2,#1900ff,8,-30,15,BANK FIRST NA
299046,Comm. & Industrial,bank0,Missouri,2,299046,2,#000000,10,-38,38,CENTRAL BK OF BOONE CTY
299046,Comm. & Industrial,bank1,Ohio,1,214414,1,#fffb00,6,-5,35,FARMERS & MRCH ST BK
299046,Comm. & Industrial,bank2,Minnesota,1,302656,2,#ff00ff,10,-45,5,MINNWEST BK
299046,Comm. & Industrial,bank3,Maryland,1,697978,2,#1900ff,10,22,38,COMMUNITY BK OF THE CHESAPEAKE
302656,Comm. & Industrial,bank0,Minnesota,2,302656,2,#000000,10,-45,5,MINNWEST BK
302656,Comm. & Industrial,bank1,Michigan,1,74140,1,#fffb00,6,-8,16,ISABELLA BK
302656,Comm. & Industrial,bank2,Ohio,1,214414,1,#ff00ff,6,-5,35,FARMERS & MRCH ST BK
302656,Comm. & Industrial,bank3,Missouri,1,299046,2,#1900ff,10,-38,38,CENTRAL BK OF BOONE CTY
311845,Comm. & Industrial,bank0,Arkansas,2,311845,24,#000000,10,-42,48,ARVEST BK
311845,Comm. & Industrial,bank1,Virginia,1,365325,25,#fffb00,12,15,42,UNITED BK
311845,Comm. & Industrial,bank2,California,1,671464,16,#ff00ff,8,-145,40,BANK OF HOPE
311845,Comm. & Industrial,bank3,Missouri,1,1190476,8,#1900ff,6,-38,38,ENTERPRISE B&TC
316840,Comm. & Industrial,bank0,Kentucky,2,316840,6,#000000,12,-12,42,REPUBLIC B&TC
316840,Comm. & Industrial,bank1,Pennsylvania,1,399517,4,#fffb00,10,15,30,CNB BK
316840,Comm. & Industrial,bank2,North Dakota,1,933256,2,#ff00ff,6,-65,2,ALERUS FNCL NA
316840,Comm. & Industrial,bank3,Illinois,1,2339795,2,#1900ff,6,-27,37,LIBERTYVILLE B&TC NA
317342,Comm. & Industrial,bank0,Kentucky,2,317342,4,#000000,6,-12,42,STOCK YARDS B&TC
317342,Comm. & Industrial,bank1,Florida,1,34537,8,#fffb00,10,0,63,SEACOAST NB
317342,Comm. & Industrial,bank2,Colorado,1,474759,4,#ff00ff,6,-85,38,SUNFLOWER BK NA
317342,Comm. & Industrial,bank3,Texas,1,1001152,9,#1900ff,12,-60,60,INTERNATIONAL BK OF CMRC
320119,Comm. & Industrial,bank0,New York,2,320119,10,#000000,6,28,18,ISRAEL DISCOUNT BK OF NY
320119,Comm. & Industrial,bank1,Indiana,1,17147,13,#fffb00,8,-13,33,FIRST MRCHS BK
320119,Comm. & Industrial,bank2,Ohio,1,165628,15,#ff00ff,10,-5,35,FIRST FNCL BK
320119,Comm. & Industrial,bank3,Virginia,1,365325,25,#1900ff,12,15,42,UNITED BK
324340,Comm. & Industrial,bank0,Michigan,2,324340,1,#000000,6,-8,16,CHOICEONE BK
324340,Comm. & Industrial,bank1,Nebraska,1,403151,1,#fffb00,6,-70,27,CORNERSTONE BK
324340,Comm. & Industrial,bank2,Pennsylvania,1,556815,2,#ff00ff,10,15,30,PEOPLES BK A CODORUS VALLEY CO
324340,Comm. & Industrial,bank3,Missouri,1,572374,5,#1900ff,12,-38,38,GREAT SOUTHERN BK
330855,Comm. & Industrial,bank0,Missouri,2,330855,2,#000000,8,-38,38,BANK OF MO
330855,Comm. & Industrial,bank1,Texas,1,56351,2,#fffb00,8,-60,60,VERABANK NA
330855,Comm. & Industrial,bank2,New York,1,176101,1,#ff00ff,6,28,18,ORANGE B&TC
330855,Comm. & Industrial,bank3,Missouri,1,572374,5,#1900ff,12,-42,42,GREAT SOUTHERN BK
339858,Comm. & Industrial,bank0,Oklahoma,2,339858,45,#000000,8,-55,46,BOKF NA
339858,Comm. & Industrial,bank1,California,1,197478,50,#fffb00,12,-145,40,EAST WEST BK
339858,Comm. & Industrial,bank2,South Dakota,1,266271,47,#ff00ff,10,-65,15,TCF NB
339858,Comm. & Industrial,bank3,Illinois,1,1842065,39,#1900ff,6,-27,37,CIBC BK USA
340135,Comm. & Industrial,bank0,Tennessee,2,340135,1,#000000,6,-15,47,BANK OF TN
340135,Comm. & Industrial,bank1,Maine,1,439404,2,#fffb00,8,50,10,FIRST NB
340135,Comm. & Industrial,bank2,New York,1,837000,4,#ff00ff,10,28,18,FIRST NB OF LONG ISLAND
340135,Comm. & Industrial,bank3,California,1,996260,4,#1900ff,10,-145,40,CTBC BK CORP USA
342410,Comm. & Industrial,bank0,Pennsylvania,2,342410,2,#000000,6,15,30,ORRSTOWN BK
342410,Comm. & Industrial,bank1,Indiana,1,37640,4,#fffb00,10,-13,33,GERMAN AMER BK
342410,Comm. & Industrial,bank2,North Carolina,1,216922,7,#ff00ff,12,9,48,FIRST BK
342410,Comm. & Industrial,bank3,Illinois,1,375034,2,#1900ff,6,-27,37,WEST SUBURBAN BK
342634,Comm. & Industrial,bank0,Mississippi,2,342634,15,#000000,8,-28,53,TRUSTMARK NB
342634,Comm. & Industrial,bank1,New York,1,101019,7,#fffb00,6,28,18,BANK LEUMI USA
342634,Comm. & Industrial,bank2,Arkansas,1,456045,16,#ff00ff,10,-42,48,CENTENNIAL BK
342634,Comm. & Industrial,bank3,West Virginia,1,645625,16,#1900ff,10,5,40,WESBANCO BK
352772,Comm. & Industrial,bank0,Washington,2,352772,14,#000000,10,-138,0,BANNER BK
352772,Comm. & Industrial,bank1,Texas,1,122854,17,#fffb00,12,-60,60,INDEPENDENT BK
352772,Comm. & Industrial,bank2,New York,1,229913,7,#ff00ff,6,28,18,MIZUHO BK USA
352772,Comm. & Industrial,bank3,Massachusetts,1,613008,13,#1900ff,8,38,23,ROCKLAND TC
353555,Comm. & Industrial,bank0,Texas,2,353555,6,#000000,6,-60,60,AMARILLO NB
353555,Comm. & Industrial,bank1,Massachusetts,1,35301,268,#fffb00,12,38,23,STATE STREET B&TC
353555,Comm. & Industrial,bank2,Washington,1,58971,9,#ff00ff,8,-138,0,WASHINGTON TR BK
353555,Comm. & Industrial,bank3,New York,1,214807,46,#1900ff,10,28,18,DEUTSCHE BK TC AMERICAS
361167,Comm. & Industrial,bank0,Texas,2,361167,7,#000000,10,-60,60,SOUTHSIDE BK
361167,Comm. & Industrial,bank1,Illinois,1,671334,2,#fffb00,6,-27,37,REPUBLIC BK OF CHICAGO
361167,Comm. & Industrial,bank2,Nebraska,1,913856,6,#ff00ff,8,-70,27,PINNACLE BK
361167,Comm. & Industrial,bank3,Indiana,1,963945,9,#1900ff,12,-13,33,MERCHANTS BK OF IN
365325,Comm. & Industrial,bank0,Virginia,2,365325,25,#000000,12,15,42,UNITED BK
365325,Comm. & Industrial,bank1,Arkansas,1,311845,24,#fffb00,10,-42,48,ARVEST BK
365325,Comm. & Industrial,bank2,New York,1,320119,10,#ff00ff,8,28,18,ISRAEL DISCOUNT BK OF NY
365325,Comm. & Industrial,bank3,Missouri,1,1190476,8,#1900ff,6,-38,38,ENTERPRISE B&TC
374653,Comm. & Industrial,bank0,South Dakota,2,374653,2,#000000,8,-65,15,FIRST PREMIER BK
374653,Comm. & Industrial,bank1,Tennessee,1,159636,3,#fffb00,12,-15,47,WILSON B&TC
374653,Comm. & Industrial,bank2,New York,1,538802,2,#ff00ff,8,28,18,INTERAUDI BK
374653,Comm. & Industrial,bank3,Pennsylvania,1,678717,1,#1900ff,6,15,30,VIST BK
375034,Comm. & Industrial,bank0,Illinois,2,375034,2,#000000,6,-27,37,WEST SUBURBAN BK
375034,Comm. & Industrial,bank1,North Carolina,1,216922,7,#fffb00,10,9,48,FIRST BK
375034,Comm. & Industrial,bank2,New York,1,541101,349,#ff00ff,12,28,18,BANK OF NY MELLON
375034,Comm. & Industrial,bank3,Illinois,1,825146,4,#1900ff,8,-23,33,MORTON CMNTY BK
377908,Comm. & Industrial,bank0,Massachusetts,2,377908,6,#000000,12,38,23,CENTURY B&TC
377908,Comm. & Industrial,bank1,South Dakota,1,77851,2,#fffb00,6,-65,15,FIRST B&T
377908,Comm. & Industrial,bank2,Alaska,1,114260,4,#ff00ff,10,-165,0,FIRST NB ALASKA
377908,Comm. & Industrial,bank3,Indiana,1,547840,2,#1900ff,6,-13,33,STAR FNCL BK
379920,Comm. & Industrial,bank0,Pennsylvania,2,379920,37,#000000,10,15,30,FIRST NB OF PA
379920,Comm. & Industrial,bank1,Pennsylvania,1,2354985,18,#fffb00,6,10,27,CUSTOMERS BK
379920,Comm. & Industrial,bank2,Texas,1,2618780,38,#ff00ff,12,-60,60,TEXAS CAP BK NA
379920,Comm. & Industrial,bank3,Tennessee,1,2925666,33,#1900ff,8,-15,47,PINNACLE BK
384018,Comm. & Industrial,bank0,New York,2,384018,2,#000000,10,28,18,WOORI AMER BK
384018,Comm. & Industrial,bank1,Pennsylvania,1,5210,2,#fffb00,10,15,30,ACNB BK
384018,Comm. & Industrial,bank2,Arkansas,1,12946,1,#ff00ff,6,-42,48,FARMERS B&TC
384018,Comm. & Industrial,bank3,Pennsylvania,1,18827,1,#1900ff,6,10,27,NEXTIER BK NA
395238,Comm. & Industrial,bank0,Georgia,2,395238,52,#000000,12,-5,55,SYNOVUS BK
395238,Comm. & Industrial,bank1,South Dakota,1,266271,47,#fffb00,10,-65,15,TCF NB
395238,Comm. & Industrial,bank2,Oklahoma,1,339858,45,#ff00ff,8,-55,46,BOKF NA
395238,Comm. & Industrial,bank3,Illinois,1,1842065,39,#1900ff,6,-27,37,CIBC BK USA
397540,Comm. & Industrial,bank0,Arkansas,2,397540,1,#000000,8,-42,48,FIRST NB OF FORT SMITH
397540,Comm. & Industrial,bank1,Missouri,1,290052,1,#fffb00,8,-38,38,CENTRAL BK OF THE OZARKS
397540,Comm. & Industrial,bank2,Missouri,1,508346,1,#ff00ff,8,-42,42,HAWTHORN BK
397540,Comm. & Industrial,bank3,New York,1,521804,1,#1900ff,8,28,18,MAHOPAC BK
399517,Comm. & Industrial,bank0,Pennsylvania,2,399517,4,#000000,10,15,30,CNB BK
399517,Comm. & Industrial,bank1,Kentucky,1,316840,6,#fffb00,12,-12,42,REPUBLIC B&TC
399517,Comm. & Industrial,bank2,North Dakota,1,933256,2,#ff00ff,6,-65,2,ALERUS FNCL NA
399517,Comm. & Industrial,bank3,Illinois,1,2339795,2,#1900ff,6,-27,37,LIBERTYVILLE B&TC NA
403151,Comm. & Industrial,bank0,Nebraska,2,403151,1,#000000,6,-70,27,CORNERSTONE BK
403151,Comm. & Industrial,bank1,Michigan,1,324340,1,#fffb00,6,-8,16,CHOICEONE BK
403151,Comm. & Industrial,bank2,Pennsylvania,1,556815,2,#ff00ff,10,15,30,PEOPLES BK A CODORUS VALLEY CO
403151,Comm. & Industrial,bank3,Missouri,1,572374,5,#1900ff,12,-38,38,GREAT SOUTHERN BK
412751,Comm. & Industrial,bank0,Texas,2,412751,8,#000000,8,-60,60,WOODFOREST NB
412751,Comm. & Industrial,bank1,Georgia,1,764030,19,#fffb00,12,-5,55,AMERIS BK
412751,Comm. & Industrial,bank2,Minnesota,1,800657,15,#ff00ff,10,-45,5,BREMER BK NA
